Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_02_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,2,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_03_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,3,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_04_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,4,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_05_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,5,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_06_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,6,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_07_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,7,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-heavy-two-giant-peacocks-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw103rdset-batch-14_08_fw103rdset-batch-14-medium-heavy-two-giant-peacocks-vintage-chenille-b.jpg,8,"Medium heavy ""Two Giant Peacocks"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads","<p>Vintage beige chenille, soft colors. Pretty bouquet of flowers behind the knees; with
more on each sleeve. Sleeves, belt and band collar are that gorgeous sea glass green
chenille.
Medium can fit up to a woman&#x27;s size 12, with pockets; machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where
chenille has come out; small pinholes, or variations in color. If any of these
imperfections are notable, I will mention them in the description below, but because the</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",FALSE,Title,Default Title,FW-104-B15,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_01_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,1,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",draft
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_02_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,2,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_03_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,3,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_04_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,4,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_05_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,5,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_06_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,6,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_07_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,7,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_08_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,8,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-and-heavy-green-goddess-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw104thset-batch-15_09_fw104thset-batch-15-medium-plush-and-heavy-green-goddess-vintage-cheni.jpg,9,"Medium plush and heavy ""Green Goddess"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as","<p>Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as
well, I don&#x27;t think the bedspread I used to create this bathrobe was ever used as bed
linens; the fabric is in excellent shape. The colors are classic, very MCM for sure. I used
a pretty and complimentary soft coffee/blush colored chenille, matches that color I the
body of the robe perfectly; and the sleeves even have some soft flour de le flowers on
them as well.
XL can fit up to a woman&#x27;s size 24, with pockets. Machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",FALSE,Title,Default Title,FW-105-B16,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_01_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,1,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",draft
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_02_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,2,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_03_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,3,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_04_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,4,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_05_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,5,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_06_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,6,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_07_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,7,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_08_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,8,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
xl-very-heavy-snd-plush-english-rose-vintage-chenille-bathrobe-upcycled-from-han,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, rose, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw105thset-batch-16_09_fw105thset-batch-16-xl-very-heavy-snd-plush-english-rose-vintage-cheni.jpg,9,"XL VERY heavy snd plush ""English Rose"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads Super duper plush lines of chenille, very thick and dense. Colors are very vibrants as",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.","<p>Holy smokes...this is one of the most unusual chenille bedspreads I have ever upcycled.
a rocket ship and planets/stars/galaxies! Originally a &#x27;youth&#x27; bedspread, it is a summer
weight chenille. Vintage, but in great shape for its age, no holes or imperfections that I
could see! Such a cute design, appropriate for your stargazer, astronomer,
astrophysicist, or rocket scientist! the list is endless..
Sleeves are special as well, each has a tiny peacock and some red flowers too, colors
match the body of the robe perfectly.
My medium can fit up to a woman&#x27;s size 12, with pockets; machine washable too! this is
OOAK bedspread and the robe is now OOAK as well.</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",FALSE,Title,Default Title,FW-106-B17,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_01_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,1,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",draft
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_02_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,2,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_03_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,3,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_04_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,4,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_05_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,5,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_06_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,6,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_07_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,7,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_08_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,8,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
mecium-soft-and-lightweight-love-you-to-the-moon-and-back-vintage-chenille-bathr,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw106thset-batch-17_09_fw106thset-batch-17-mecium-soft-and-lightweight-love-you-to-the-moon-a.jpg,9,"Mecium soft and lightweight ""Love You to the Moon and Back"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads What makes vour item special? Buvers will only see the first few lines unless they expand the descrintion.",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads","<p>This chenille is very plushly tufted, pretty close to &#x27;pristine&#x27; condition overall. The flowers
are especially wonderful, so make sure to zoom in. The colors of the flowers are also
very pretty, they are enormous!
Small can fit up to a woman&#x27;s size 8, with pockets. Machine washable too
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where
chenille has come out; small pinholes, or variations in color. If any of these
imperfections are notable, I will mention them in the description below, but because the</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",FALSE,Title,Default Title,FW-107-B18,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_01_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,1,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",draft
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_02_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,2,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_03_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,3,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_04_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,4,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_05_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,5,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_06_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,6,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_07_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,7,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_08_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,8,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_09_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,9,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
small-plush-and-heavy-sunrise-in-the-garden-vintage-chenille-bathrobe-upcycled-f,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush, heavy",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw107thset-batch-18_10_fw107thset-batch-18-small-plush-and-heavy-sunrise-in-the-garden-vintag.jpg,10,"Small plush and heavy ""Sunrise in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
